id,dice_score_select,dice_oracle_select,dice_box_point,dice_strong_baseline
BRATS_056_z083,0.5588118811875655,0.7435439337327537,0.5034790365740379,0.38412849656272774
BRATS_056_z115,0.5962579248483126,0.8268449964155079,0.628813835861268,0.5386979603233603
BRATS_056_z098,0.5702615799073866,0.6822672906909181,0.5472437661574954,0.3722909338475137
BRATS_056_z070,0.29931151105169784,0.45700974163393265,0.29447415329733273,0.19293055122999614
BRATS_056_z114,0.5987279988158576,0.8494002665463141,0.6337873806158857,0.6066120715793045
BRATS_056_z094,0.6029516358458366,0.7459269044465588,0.5785884759626844,0.387860082304305
BRATS_056_z056,0.08033826638449494,0.14634146341369486,0.07222046246413615,0.054389312976969494
BRATS_056_z107,0.6176022500871702,0.776376376374822,0.6716798368586901,0.44378947368383675
BRATS_150_z053,0.17196596506915665,0.3272047366770732,0.2029240796191599,0.7922480620093625
BRATS_150_z117,0.47190126050358205,0.5927758535368749,0.4938848426542615,0.46626881162368156
BRATS_150_z113,0.4951309240418793,0.633268751728988,0.483567578991352,0.46013071895378566
BRATS_150_z067,0.10662957811765726,0.1558404959839991,0.10034028444280574,0.0803577667527913
BRATS_150_z108,0.5141657922345567,0.6497645780506461,0.507819860561044,0.6312822921552004
BRATS_150_z063,0.1597136509501855,0.31474407944916033,0.14938813207094273,0.13745485447191685
BRATS_150_z096,0.4169934640520398,0.5929139551693845,0.4066991191467277,0.586118251927501
BRATS_150_z083,0.33789247311798887,0.3909774436082688,0.30955946095018555,0.4330137947154161
BRATS_194_z107,0.5003935974803196,0.74432263116534,0.41610298930785933,0.7049028677137745
BRATS_194_z098,0.4507922338758638,0.7106007067125254,0.49919683677190263,0.30334885117862787
BRATS_194_z108,0.5130315500678834,0.7306938455493323,0.45493248996417107,0.724292682925416
BRATS_194_z116,0.5247843004558878,0.5294418842796903,0.4008787800460056,0.5499999999990248
BRATS_194_z121,0.5277477198940674,0.6598376497861232,0.5011008366351077,0.6533971291853523
BRATS_194_z089,0.3588594704680663,0.5634085213023168,0.27246018246461073,0.2193998256753708
BRATS_194_z068,0.09118056938066657,0.09270620313533502,0.06507530548442018,0.04374403056347302
BRATS_194_z133,0.3413461538379484,0.3413461538379484,0.16435185184994963,0.0
BRATS_010_z087,0.3725671918436097,0.5113168724266685,0.4231578947359513,0.4983866964494952
BRATS_010_z091,0.38425253991222014,0.4945080626303003,0.3834872351975675,0.31183745582992956
BRATS_010_z106,0.18559837728100612,0.22061482820843512,0.17486860965038287,0.2248157248143439
BRATS_010_z096,0.2637889688244129,0.37703513281811757,0.2616451932601355,0.2378378378374093
