id,case_id,z,sam_score,dice,iou,sens,spec
BRATS_478_z058,BRATS_478,58,0.962368369102478,0.5961679099011319,0.4246718066254956,0.9999999999950933,0.9503077642991703
BRATS_156_z066,BRATS_156,66,0.9575433731079102,0.4664208585722502,0.3041387600890399,0.9994356659114012,0.8501183957375962
BRATS_156_z095,BRATS_156,95,0.968933641910553,0.42900234610610094,0.2730763760485378,0.9989594172684758,0.9082402385141514
BRATS_156_z101,BRATS_156,101,0.9454280138015747,0.48915260522809356,0.32376043200706,0.9999999999924186,0.9510491995520778
BRATS_156_z099,BRATS_156,99,0.931165337562561,0.38081732628544435,0.23519108280217327,0.9999999999932296,0.9144201129660007
BRATS_156_z049,BRATS_156,49,0.9767193794250488,0.5912119748907858,0.41965999451546526,0.9996734160646648,0.9224027283727085
BRATS_156_z119,BRATS_156,119,0.9400594830513,0.23755544603194295,0.13478747203541727,0.999999999979253,0.9458314366747881
BRATS_156_z070,BRATS_156,70,0.9550628066062927,0.40707426765503396,0.2555513162912968,0.9991050119301936,0.8202145701222496
BRATS_156_z078,BRATS_156,78,0.9726468324661255,0.4317718940934199,0.2753246753244586,0.9988577955425504,0.8298828052791546
BRATS_373_z114,BRATS_373,114,0.8934667110443115,0.5143220878388649,0.34618680376738487,0.9999999999752475,0.9866599062869805
BRATS_373_z110,BRATS_373,110,0.9249864816665649,0.4609494640087217,0.29950248755920894,0.9933993399012079,0.9877480496359342
BRATS_373_z104,BRATS_373,104,0.9065162539482117,0.33830845770583234,0.20359281436719376,0.9999999999019609,0.9930606281955907
BRATS_373_z129,BRATS_373,129,0.8941867351531982,0.24691358024183305,0.14084507041922897,0.9836065572158021,0.9936564764766518
BRATS_373_z120,BRATS_373,120,0.9009076356887817,0.8093023255719849,0.6796874999867248,0.9971346704585348,0.9971528881589846
BRATS_373_z108,BRATS_373,108,0.9076152443885803,0.3821949347629916,0.236242884248233,0.9920318724704369,0.9859980121709209
BRATS_373_z105,BRATS_373,105,0.8877120018005371,0.3224400871424571,0.192207792205296,0.9999999999324324,0.9891735709808207
BRATS_373_z118,BRATS_373,118,0.9072635769844055,0.7753846153766627,0.6331658291351229,0.9999999999735449,0.9961728006708965
BRATS_423_z059,BRATS_423,59,0.9226856231689453,0.5665336775391538,0.39521938441258936,0.9999999999917151,0.9672477080486999
BRATS_423_z057,BRATS_423,57,0.951903760433197,0.5843587069852255,0.41278727165464707,0.9999999999928623,0.9645367355289304
BRATS_423_z051,BRATS_423,51,0.9296904802322388,0.6756616502323549,0.5101880877729619,0.9989769820920769,0.9663401922902388
BRATS_423_z023,BRATS_423,23,0.9588854312896729,0.03021148036162503,0.015337423312412963,0.9999999980000001,0.9944265995310367
BRATS_423_z026,BRATS_423,26,0.9758884310722351,0.37499999999573863,0.23076923076600322,0.9999999999393939,0.990423957517021
BRATS_423_z035,BRATS_423,35,0.9522010684013367,0.5610377577008083,0.3898905344481974,0.9999999999917425,0.9663941548881935
BRATS_423_z048,BRATS_423,48,0.9432353377342224,0.8394560584517161,0.7233298356043255,0.9990338164202945,0.9857914640732963
BRATS_423_z042,BRATS_423,42,0.971153736114502,0.5859232175493816,0.4143503555259333,0.9999999999947998,0.9511827145857444
BRATS_152_z080,BRATS_152,80,0.9471682906150818,0.44176239639345516,0.2835013064573689,0.9999999999967084,0.8592793519297571
BRATS_152_z104,BRATS_152,104,0.9750736951828003,0.47442426084937717,0.31098047030658527,0.9999999999967959,0.8730703573852544
BRATS_152_z115,BRATS_152,115,0.9729526042938232,0.5414888572774751,0.37126137841271944,0.9999999999941623,0.9480916850070772
BRATS_152_z111,BRATS_152,111,0.9711463451385498,0.6262971233408298,0.45591891374936716,0.9999999999958055,0.9484750796868755
BRATS_152_z091,BRATS_152,91,0.9789112210273743,0.5080240722163315,0.3405042016803861,0.9999999999975321,0.8534399043846916
BRATS_152_z100,BRATS_152,100,0.9840030670166016,0.5002032795768395,0.3335140507813016,0.9999999999972907,0.8631768350366612
BRATS_152_z069,BRATS_152,69,0.9616807103157043,0.4484702093393232,0.28905033731150875,0.9999999999955117,0.9010330130750378
BRATS_152_z079,BRATS_152,79,0.9515258073806763,0.4358917643585962,0.2786838879982288,0.999999999996617,0.8599846277723336
BRATS_268_z074,BRATS_268,74,0.9605954885482788,0.4975434869203973,0.3311533362789826,0.9999999999973312,0.8594692960464859
BRATS_268_z070,BRATS_268,70,0.9554787278175354,0.4216383662227962,0.26713673039160635,0.999999999997279,0.8130366249418984
BRATS_268_z052,BRATS_268,52,0.9223420023918152,0.4928811804284419,0.3270353830287632,0.9999999999894957,0.9654180200534943
BRATS_268_z108,BRATS_268,108,0.9661563038825989,0.6320754716970851,0.4620689655161425,0.9999999999948533,0.959358211904889
BRATS_268_z102,BRATS_268,102,0.976875901222229,0.6775143778921623,0.5123037759853366,0.9995860927110944,0.958357494925892
BRATS_268_z056,BRATS_268,56,0.9557257890701294,0.2308657465493798,0.13049645390059353,0.9999999999932065,0.8252565564422704
BRATS_268_z121,BRATS_268,121,0.8329059481620789,0.022662889517771588,0.011461318051247527,0.9999999975,0.9940100006943201
BRATS_268_z090,BRATS_268,90,0.9488778114318848,0.6031892340302302,0.4318331793580153,0.9999999999969438,0.9207590929169267
BRATS_101_z114,BRATS_101,114,0.9830212593078613,0.46313843309416597,0.3013533834583445,0.9999999999966733,0.872348609737174
BRATS_101_z112,BRATS_101,112,0.9765258431434631,0.4292994599525144,0.2733171912830282,0.9999999999964565,0.8630289532292411
BRATS_101_z126,BRATS_101,126,0.9762697219848633,0.5589463539984598,0.38787338386003595,0.9999999999942529,0.9508413891870837
BRATS_101_z086,BRATS_101,86,0.8208379149436951,0.06041189931322466,0.031146767342939374,0.4714285713948979,0.965558649495133
BRATS_101_z129,BRATS_101,129,0.9630605578422546,0.5474604496241726,0.37689882487710835,0.9999999999923955,0.961375144354453
BRATS_101_z127,BRATS_101,127,0.9737363457679749,0.5337675694197227,0.36404021510319373,0.9999999999935775,0.9514658387308047
BRATS_101_z088,BRATS_101,88,0.8229010105133057,0.13997879109176395,0.07525655644213129,0.9850746268166629,0.9576647676787127
BRATS_101_z105,BRATS_101,105,0.9462772607803345,0.5203634085204881,0.35168325216948615,0.9999999999939796,0.9452618030352804
BRATS_415_z104,BRATS_415,104,0.9442732334136963,0.7497962510156896,0.5997392438031308,0.6088682991356131,0.9995899374207065
BRATS_415_z071,BRATS_415,71,0.940247118473053,0.8681392235580049,0.767001774093631,0.964312267650823,0.9938494356055473
BRATS_415_z101,BRATS_415,101,0.9454656839370728,0.9353400222939372,0.878534031409013,0.9265599116459053,0.9982254566310567
BRATS_415_z100,BRATS_415,100,0.9502063393592834,0.9390078612064543,0.8850281042366631,0.9291845493512383,0.9983314195491247
BRATS_415_z105,BRATS_415,105,0.9528141021728516,0.7543624161040073,0.6056034482715115,0.6122004357254016,0.9997332052716861
BRATS_415_z066,BRATS_415,66,0.920387864112854,0.5580952380925805,0.387054161159927,0.9932203389662166,0.9837923171371719
BRATS_415_z085,BRATS_415,85,0.9745197296142578,0.9585234342576555,0.9203504579812013,0.9689727463271741,0.9977180114097624
BRATS_415_z102,BRATS_415,102,0.934299886226654,0.9262295081940098,0.8625954198426249,0.9060710194678919,0.9984244637803921
BRATS_113_z129,BRATS_113,129,0.9756290316581726,0.005763688760640815,0.0028901734103210933,0.9999999900000002,0.9940103126788671
BRATS_113_z054,BRATS_113,54,0.9078537225723267,0.23268698060619547,0.13166144200420593,0.9999999998809525,0.9903678976283139
BRATS_113_z082,BRATS_113,82,0.9650492072105408,0.8418880577755457,0.7269487750540603,0.9869972784971667,0.978210819074102
BRATS_113_z056,BRATS_113,56,0.9101015329360962,0.3578751164924709,0.21793416571829813,0.9999999999479167,0.987998188405625
BRATS_113_z097,BRATS_113,97,0.9723707437515259,0.7756371903783945,0.6335027365116624,0.9999999999969146,0.9655070917417603
BRATS_113_z095,BRATS_113,95,0.9778665900230408,0.7958753222395173,0.6609575710380285,0.9999999999970554,0.9678621503946263
BRATS_113_z063,BRATS_113,63,0.9562339782714844,0.4204477907659591,0.26618163572436987,0.999999999990575,0.9482657988289591
